PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
36339212,The application of metagenomic next-generation sequencing for Angiostrongylus eosinophilic meningitis in a pediatric patient: A case report,"Liu J, Tao J, Chen W, Wang T, Chen X, Shen M, Ou Q, Zhang Y, Ding Y, Wu J, Cheng X, Lu G, Yan G.",Front Public Health. 2022 Oct 20;10:1003013. doi: 10.3389/fpubh.2022.1003013. eCollection 2022.,Liu J,Front Public Health,2022,2022/11/7,PMC9631770,,10.3389/fpubh.2022.1003013
38961391,A case report and literature review: Mycobacterium leprae infection diagnosed by metagenomic next-generation sequencing of cerebrospinal fluid,"Zhao C, Liu Z.",BMC Infect Dis. 2024 Jul 3;24(1):666. doi: 10.1186/s12879-024-09473-z.,Zhao C,BMC Infect Dis,2024,2024/7/3,PMC11223277,,10.1186/s12879-024-09473-z
36568318,Diagnosis by metagenomic next-generation sequencing of invasive pulmonary aspergillosis in an infant with chronic granulomatous disease,"Yang A, Wang C, Chen P, Zheng G, Zhao Z, Liu J, Zhang J, Wang J, Sun Y, Yang J, Guo Y.",Respir Med Case Rep. 2022 Dec 12;41:101792. doi: 10.1016/j.rmcr.2022.101792. eCollection 2023.,Yang A,Respir Med Case Rep,2022,2022/12/26,PMC9771731,,10.1016/j.rmcr.2022.101792
39469454,Mycobacterium tuberculosis combine with EBV infection in severe adult meningoencephalitis: a rare case reports and literature review,"Wang J, Li M, Zhu J, Cheng L, Kong P.",Front Cell Infect Microbiol. 2024 Oct 14;14:1361119. doi: 10.3389/fcimb.2024.1361119. eCollection 2024.,Wang J,Front Cell Infect Microbiol,2024,2024/10/29,PMC11513340,,10.3389/fcimb.2024.1361119
38468846,Disseminated Histoplasmosis Infection Diagnosed by Metagenomic Next-Generation Sequencing: A Case Report,"Qiang L, Deng X, Yang Y, Wang Z, Gai W.",Infect Drug Resist. 2024 Mar 7;17:865-873. doi: 10.2147/IDR.S451564. eCollection 2024.,Qiang L,Infect Drug Resist,2024,2024/3/12,PMC10926916,,10.2147/IDR.S451564
39024936,Tropheryma whipplei pneumonia revealed by Metagenomic next-generation sequencing: Report of two cases,"Tao Y, Du R, Mao H.",Diagn Microbiol Infect Dis. 2024 Sep;110(1):116427. doi: 10.1016/j.diagmicrobio.2024.116427. Epub 2024 Jul 6.,Tao Y,Diagn Microbiol Infect Dis,2024,2024/7/18,,,10.1016/j.diagmicrobio.2024.116427
35280783,Case Report: Metagenomic Next-Generation Sequencing Can Contribute to the Diagnosis and Treatment of Disseminated Visceral Kaposi Sarcoma Following Allogeneic Haematopoietic Stem Cell Transplantation,"Zhou K, Xu J, Shang Z, Sun H, Shen K, Xiao Y.",Front Oncol. 2022 Feb 24;12:848976. doi: 10.3389/fonc.2022.848976. eCollection 2022.,Zhou K,Front Oncol,2022,2022/3/14,PMC8907446,,10.3389/fonc.2022.848976
36596569,"Circovirus Hepatitis Infection in Heart-Lung Transplant Patient, France","P¨¦rot P, Fourgeaud J, Rouzaud C, Regnault B, Da Rocha N, Fontaine H, Le Pavec J, Dolidon S, Garzaro M, Chr¨¦tien D, Morcrette G, Molina TJ, Ferroni A, Leruez-Ville M, Lortholary O, Jamet A, Eloit M.",Emerg Infect Dis. 2023 Feb;29(2):286-293. doi: 10.3201/eid2902.221468. Epub 2023 Jan 3.,P¨¦rot P,Emerg Infect Dis,2023,2023/1/3,PMC9881760,,10.3201/eid2902.221468
37435170,Metagenomic next-generation sequencing in a diagnosis of Pneumocystis pneumonia in an X-linked immunodeficient child: a case report,"Qing L, Zhao Y, Zhang Y, Guan Y, Lu G.",Front Pediatr. 2023 Jun 26;11:1183601. doi: 10.3389/fped.2023.1183601. eCollection 2023.,Qing L,Front Pediatr,2023,2023/7/12,PMC10331134,,10.3389/fped.2023.1183601
37872501,Case report: isolated prevotella intermedia causing intracranial infection detected using metagenomic next generation sequencing,"Ye Z, He J, Ji H, Xu H, Zhang Y, Zhou K, Liu H.",BMC Neurol. 2023 Oct 23;23(1):383. doi: 10.1186/s12883-023-03374-5.,Ye Z,BMC Neurol,2023,2023/10/23,PMC10591364,,10.1186/s12883-023-03374-5
35663067,Diagnosis of cytomegalovirus encephalitis using metagenomic next-generation sequencing of blood and cerebrospinal fluid: A case report,"Xu CQ, Chen XL, Zhang DS, Wang JW, Yuan H, Chen WF, Xia H, Zhang ZY, Peng FH.",World J Clin Cases. 2022 May 16;10(14):4601-4607. doi: 10.12998/wjcc.v10.i14.4601.,Xu CQ,World J Clin Cases,2022,2022/6/6,PMC9125273,,10.12998/wjcc.v10.i14.4601
34368328,Usefulness of metagenomic next-generation sequencing in adenovirus 7-induced acute respiratory distress syndrome: A case report,"Zhang XJ, Zheng JY, Li X, Liang YJ, Zhang ZD.",World J Clin Cases. 2021 Jul 26;9(21):6067-6072. doi: 10.12998/wjcc.v9.i21.6067.,Zhang XJ,World J Clin Cases,2021,2021/8/9,PMC8316940,,10.12998/wjcc.v9.i21.6067
36250052,Rare brain and pulmonary abscesses caused by oral pathogens started with acute gastroenteritis diagnosed by metagenome next-generation sequencing: A case report and literature review,"Chen M, Lai Z, Cheng M, Liang T, Lin Z.",Front Cell Infect Microbiol. 2022 Sep 30;12:949840. doi: 10.3389/fcimb.2022.949840. eCollection 2022.,Chen M,Front Cell Infect Microbiol,2022,2022/10/17,PMC9561126,,10.3389/fcimb.2022.949840
27795347,Rapid Metagenomic Next-Generation Sequencing during an Investigation of Hospital-Acquired Human Parainfluenza Virus 3 Infections,"Greninger AL, Zerr DM, Qin X, Adler AL, Sampoleo R, Kuypers JM, Englund JA, Jerome KR.",J Clin Microbiol. 2016 Dec 28;55(1):177-182. doi: 10.1128/JCM.01881-16. Print 2017 Jan.,Greninger AL,J Clin Microbiol,2016,2016/11/1,PMC5228228,,10.1128/JCM.01881-16
37809439,Metagenomic next-generation sequencing in the diagnose of pulmonary infection with airway complications in a lung transplant recipient,"Liu H, Xu H, Liu H, Zhao Z, Zhang X.",Heliyon. 2023 Aug 29;9(9):e19611. doi: 10.1016/j.heliyon.2023.e19611. eCollection 2023 Sep.,Liu H,Heliyon,2023,2023/10/9,PMC10558871,,10.1016/j.heliyon.2023.e19611
38023409,Case Report: Metagenomic Next-Generation Sequencing Confirmed a Case of Spine Infection with Brucella melitensis in Non-Endemic Area,"Du J, Tao Y, Yang J, Cai J, Zhou H, Zhang R, Hu Y.",Infect Drug Resist. 2023 Nov 13;16:7219-7225. doi: 10.2147/IDR.S436278. eCollection 2023.,Du J,Infect Drug Resist,2023,2023/11/29,PMC10655603,,10.2147/IDR.S436278
39464267,Case report: A case of cutaneous anthrax guided by metagenomic next-generation sequencing technology,"Wang L, Wen D, Qu Y, Wang Q, Liu Y.",Front Med (Lausanne). 2024 Oct 11;11:1440130. doi: 10.3389/fmed.2024.1440130. eCollection 2024.,Wang L,Front Med (Lausanne),2024,2024/10/28,PMC11502367,,10.3389/fmed.2024.1440130
39050838,Visceral Leishmaniasis: A Case Confirmed by Metagenomic Next-Generation Sequencing from Northwestern China,"Li E, Zhu Q, Lv Z, Xie S, Zhang C, Li W, Mi L, Liu Q, Wang Y, Lu X.",Infect Drug Resist. 2024 Jul 18;17:3153-3158. doi: 10.2147/IDR.S472172. eCollection 2024.,Li E,Infect Drug Resist,2024,2024/7/25,PMC11268767,,10.2147/IDR.S472172
35250491,Detection of Japanese Encephalitis by Metagenomic Next-Generation Sequencing of Cerebrospinal Fluid: A Case Report and Literature Review,"Li X, Li J, Wu G, Wang M, Jing Z.",Front Cell Neurosci. 2022 Feb 17;16:856512. doi: 10.3389/fncel.2022.856512. eCollection 2022.,Li X,Front Cell Neurosci,2022,2022/3/7,PMC8892252,,10.3389/fncel.2022.856512
38481149,Diagnosis of pulmonary Scedosporium apiospermum infection from bronchoalveolar lavage fluid by metagenomic next-generation sequencing in an immunocompetent female patient with normal lung structure: a case report and literature review,"Han J, Liang L, Li Q, Deng R, Liu C, Wu X, Zhang Y, Zhang R, Dai H.",BMC Infect Dis. 2024 Mar 13;24(1):308. doi: 10.1186/s12879-024-09140-3.,Han J,BMC Infect Dis,2024,2024/3/14,PMC10935950,,10.1186/s12879-024-09140-3
39469094,Metagenomic Next-Generation Sequencing Direct Diagnosis of Mixed Bacterial Meningitis in a Child: A Case Report,"Wang W, Wang Y, Xin X, Yin Y, Zhao C, Jin Y.",Infect Drug Resist. 2024 Oct 24;17:4643-4648. doi: 10.2147/IDR.S476781. eCollection 2024.,Wang W,Infect Drug Resist,2024,2024/10/29,PMC11514712,,10.2147/IDR.S476781
38596092,Metagenomic next-generation sequencing assistance in identifying Mycobacterium avium meningoencephalitis: A case report and literature review,"Wang C, Pan M, Lin Q, Mofatteh M, Chen Y, Baizabal-Carvallo JF, Su F, Wang Z.",Heliyon. 2024 Mar 27;10(7):e28630. doi: 10.1016/j.heliyon.2024.e28630. eCollection 2024 Apr 15.,Wang C,Heliyon,2024,2024/4/10,PMC11002592,,10.1016/j.heliyon.2024.e28630
37799338,Case Report: Metagenomic next-generation sequencing applied in diagnosing psittacosis caused by Chlamydia psittaci infection,"Xu W, Wang Q, Li L, Zhu B, Cai Q, Yi X, Fang R, Wang Q.",Front Cell Infect Microbiol. 2023 Sep 20;13:1249225. doi: 10.3389/fcimb.2023.1249225. eCollection 2023.,Xu W,Front Cell Infect Microbiol,2023,2023/10/6,PMC10548267,,10.3389/fcimb.2023.1249225
35600493,Metagenomic Next-Generation Sequencing for Accurate Diagnosis of Acute HIV Infection with Aseptic Meningitis: A Case Report,"Zhou J, Fu M, Zhang D, Xu Y, Lian J, Xu H, Zhang Y, Chen H.",Infect Drug Resist. 2022 May 16;15:2529-2536. doi: 10.2147/IDR.S361049. eCollection 2022.,Zhou J,Infect Drug Resist,2022,2022/5/23,PMC9122666,,10.2147/IDR.S361049
36248358,Case Report: Diagnosis of vertebral alveolar echinococcosis upon next-generation sequencing in a suspected tuberculosis,"Song T, Peng S, Zhou X, Jiang L, Zhang J.",Front Surg. 2022 Sep 29;9:984640. doi: 10.3389/fsurg.2022.984640. eCollection 2022.,Song T,Front Surg,2022,2022/10/17,PMC9556986,,10.3389/fsurg.2022.984640
40330742,Confirmation of Tuberculous Meningitis Using Metagenomic Next-Generation Sequencing: A Case Report,"Liu C, Cai Y, Yuan K, Lu M, Deng Y, Chen X, Ye L, Cui S, Lyu J, Ling Y.",Infect Drug Resist. 2025 May 1;18:2209-2214. doi: 10.2147/IDR.S519905. eCollection 2025.,Liu C,Infect Drug Resist,2025,2025/5/7,PMC12053380,,10.2147/IDR.S519905
41140673,Diagnostic value of metagenomic next-generation sequencing in atypical brucellosis: a case report,"Ao D, Li X, Zhang G, Ma H, Yang L, Tian H, Ao S, Feng J, Geng W.",Front Med (Lausanne). 2025 Oct 10;12:1652671. doi: 10.3389/fmed.2025.1652671. eCollection 2025.,Ao D,Front Med (Lausanne),2025,2025/10/27,PMC12549301,,10.3389/fmed.2025.1652671
38046237,Pelvic infection caused by periodontitis: A case report,"Tian C, Yan H, Tang P, Shi J, Liang M, Wan Y, Li W, Sun X, Qin C.",Case Rep Womens Health. 2023 Nov 10;40:e00563. doi: 10.1016/j.crwh.2023.e00563. eCollection 2023 Dec.,Tian C,Case Rep Womens Health,2023,2023/12/4,PMC10690538,,10.1016/j.crwh.2023.e00563
36246801,Successful treatment of disseminated nocardiosis diagnosed by metagenomic next-generation sequencing: A case report and review of literature,"Li T, Chen YX, Lin JJ, Lin WX, Zhang WZ, Dong HM, Cai SX, Meng Y.",World J Clin Cases. 2022 Oct 6;10(28):10120-10129. doi: 10.12998/wjcc.v10.i28.10120.,Li T,World J Clin Cases,2022,2022/10/17,PMC9561593,,10.12998/wjcc.v10.i28.10120
37841727,Case report: A toxoplasmic encephalitis in an immunocompromised child detected through metagenomic next-generation sequencing,"Yu CW, Zhu XF, Huang C, Meng HD, Cao XG.",Front Public Health. 2023 Sep 28;11:1247233. doi: 10.3389/fpubh.2023.1247233. eCollection 2023.,Yu CW,Front Public Health,2023,2023/10/16,PMC10569600,,10.3389/fpubh.2023.1247233
38863830,Metagenomic next-generation sequencing-assisted diagnosis of a rare case of primary cutaneous acanthamoebiasis in an HIV patient: a case report,"Fan W, Li P, Wei Q, Liu X, Cai Y, Li B, Lu Y.",Front Cell Infect Microbiol. 2024 May 28;14:1356095. doi: 10.3389/fcimb.2024.1356095. eCollection 2024.,Fan W,Front Cell Infect Microbiol,2024,2024/6/12,PMC11165212,,10.3389/fcimb.2024.1356095
35899170,Case Report: Mycobacterium senegalense Infection After Cholecystectomy,"Zhou H, Yang H, Gong F, Zhou S, Yang Y, Liu H, Liu J.",Front Public Health. 2022 Jul 11;10:899846. doi: 10.3389/fpubh.2022.899846. eCollection 2022.,Zhou H,Front Public Health,2022,2022/7/28,PMC9309716,,10.3389/fpubh.2022.899846
38911922,Metagenomic next-generation sequencing in the early diagnosis of leptospirosis infection presenting as acalculous cholecystitis and septic shock in a non-epidemic area after typhoons: A case report,"Han X, Huang B, Yang L, Wu J, Zhang H.",Clin Case Rep. 2024 Jun 21;12(7):e9095. doi: 10.1002/ccr3.9095. eCollection 2024 Jul.,Han X,Clin Case Rep,2024,2024/6/24,PMC11192643,,10.1002/ccr3.9095
40082992,The role of plasma metagenomic sequencing in identification of Balamuthia mandrillaris encephalitis,"Edminster SY, Rebbe RW, Khatchadourian C, Hurth KM, Mathew AJ, Huss-Bawab J, Shiroishi MS, Clark D, Norgan AP, Butler-Wu SM, Hiniker A.",Acta Neuropathol Commun. 2025 Mar 13;13(1):60. doi: 10.1186/s40478-025-01963-8.,Edminster SY,Acta Neuropathol Commun,2025,2025/3/14,PMC11908043,,10.1186/s40478-025-01963-8
37663136,Metagenomic next-generation sequencing for diagnosis and efficacy evaluation of a critical case of SFTS complicated by invasive pulmonary aspergillosis,"Meng X, Liu Y, Li J, Wang L, Shi R, Chen Y, Zhu Y, Zhuang S.",IDCases. 2023 Aug 22;33:e01884. doi: 10.1016/j.idcr.2023.e01884. eCollection 2023.,Meng X,IDCases,2023,2023/9/4,PMC10470360,,10.1016/j.idcr.2023.e01884
38438834,Diagnosis of multiple tuberculous muscle abscesses in a patient with systemic lupus erythematosus by metagenomic next-generation sequencing- a case report and literature review,"Wentao L, Shuxia X, Guoxing Z, Qiaoping C, Peiran C, Angela W, Meirong L, Songchao Y, Peiying F.",BMC Infect Dis. 2024 Mar 4;24(1):284. doi: 10.1186/s12879-024-09179-2.,Wentao L,BMC Infect Dis,2024,2024/3/4,PMC10913444,,10.1186/s12879-024-09179-2
35937275,Pulmonary Cryptococcosis Diagnosed by Metagenomic Next-Generation Sequencing in a Young Patient With Normal Immune Function: A Case Report,"Zhang Y, Wang W, Zhang Y, Zhai S, Xia H, Zhang X.",Front Public Health. 2022 Jul 22;10:942282. doi: 10.3389/fpubh.2022.942282. eCollection 2022.,Zhang Y,Front Public Health,2022,2022/8/8,PMC9353032,,10.3389/fpubh.2022.942282
35252247,Brain Abscess Caused by Nocardia farcinica and Diagnosed by Metagenomic Next-Generation Sequencing: A Case Report,"Yang J, Xie S, Li J, Xia H, Liu X.",Front Med (Lausanne). 2022 Feb 16;9:803554. doi: 10.3389/fmed.2022.803554. eCollection 2022.,Yang J,Front Med (Lausanne),2022,2022/3/7,PMC8890437,,10.3389/fmed.2022.803554
33790589,Clinical Characteristics of Chronic Lung Abscess Associated with Parvimonas micra Diagnosed Using Metagenomic Next-Generation Sequencing,"Zhang Y, Song P, Zhang R, Yao Y, Shen L, Ma Q, Zhou J, Zhou H.",Infect Drug Resist. 2021 Mar 23;14:1191-1198. doi: 10.2147/IDR.S304569. eCollection 2021.,Zhang Y,Infect Drug Resist,2021,2021/4/1,PMC8001108,,10.2147/IDR.S304569
33731039,Neonatal Ureaplasma parvum meningitis complicated with subdural hematoma: a case report and literature review,"Zhan C, Chen L, Hu L.",BMC Infect Dis. 2021 Mar 17;21(1):268. doi: 10.1186/s12879-021-05968-1.,Zhan C,BMC Infect Dis,2021,2021/3/18,PMC7968305,,10.1186/s12879-021-05968-1
40920721,Metagenomic next-generation sequencing for diagnosis of severe pneumonia caused by Nocardia otitidiscaviarum,"Wang SK, Zhang XT, Liu YE, Wang MT.",J Infect Dev Ctries. 2025 Aug 31;19(8):1269-1275. doi: 10.3855/jidc.20869.,Wang SK,J Infect Dev Ctries,2025,2025/9/8,,,10.3855/jidc.20869
40025420,Clinical application of acute Q fever -induced systemic capillary leak syndrome in a patient by using metagenomic next-generation sequencing: a case report and literature review,"Zhao J, Zhang W, Luo J, Fang H, Wang K.",BMC Infect Dis. 2025 Mar 2;25(1):300. doi: 10.1186/s12879-025-10699-8.,Zhao J,BMC Infect Dis,2025,2025/3/2,PMC11874829,,10.1186/s12879-025-10699-8
40087199,Clinical Analyses of 4 Cases of Microsporidial Keratoconjunctivitis,"Zhang Y, Xu S, Xu Y.",Acta Parasitol. 2025 Mar 14;70(2):71. doi: 10.1007/s11686-025-01010-5.,Zhang Y,Acta Parasitol,2025,2025/3/15,PMC11909024,,10.1007/s11686-025-01010-5
35346384,Neurosyphilis with a rare magnetic resonance imaging pattern confirmed by metagenomic next-generation sequencing: a case report,"Liu C, Zhang Y, Li Y, Bu H, Liu R, Ji Y, He J, Hong K.",Eur J Med Res. 2022 Mar 27;27(1):49. doi: 10.1186/s40001-022-00676-1.,Liu C,Eur J Med Res,2022,2022/3/29,PMC8958775,,10.1186/s40001-022-00676-1
37256128,Case Report: Optic neuritis as the initial presentation of Orientia tsutsugamushi infection detected by metagenomic next-generation sequencing,"Sun CB, Ma Z, Liu Z.",Front Immunol. 2023 May 15;14:1129246. doi: 10.3389/fimmu.2023.1129246. eCollection 2023.,Sun CB,Front Immunol,2023,2023/5/31,PMC10225563,,10.3389/fimmu.2023.1129246
41019081,Diagnosing Rickettsia felis infection with Metagenomic Next-Generation Sequencing (mNGS) in a patient with ankylosing spondylitis: a case report and literature review,"Liu M, Cheng Y, Wang X, He Z, Yang K, Chen K, Fan Y, Wang W.",Front Immunol. 2025 Sep 11;16:1643599. doi: 10.3389/fimmu.2025.1643599. eCollection 2025.,Liu M,Front Immunol,2025,2025/9/29,PMC12460234,,10.3389/fimmu.2025.1643599
33888999,Clinical Analysis of Metagenomic Next-Generation Sequencing Confirmed Chlamydia psittaci Pneumonia: A Case Series and Literature Review,"Teng XQ, Gong WC, Qi TT, Li GH, Qu Q, Lu Q, Qu J.",Infect Drug Resist. 2021 Apr 16;14:1481-1492. doi: 10.2147/IDR.S305790. eCollection 2021.,Teng XQ,Infect Drug Resist,2021,2021/4/23,PMC8057788,,10.2147/IDR.S305790
37228720,Metagenomic next-generation sequencing confirms the diagnosis of Legionella pneumonia with rhabdomyolysis and acute kidney injury in a limited resource area: a case report and review,"Du R, Feng Y, Wang Y, Huang J, Tao Y, Mao H.",Front Public Health. 2023 May 9;11:1145733. doi: 10.3389/fpubh.2023.1145733. eCollection 2023.,Du R,Front Public Health,2023,2023/5/25,PMC10205016,,10.3389/fpubh.2023.1145733
38707513,Case report: Chronic Candida albicans meningitis: a rare entity diagnosed by metagenomic next-generation sequencing,"Kuenzli AB, M¨¹ller MD, Z Graggen WJ, Walti LN, Martin Y, Lazarevic V, Schrenzel J, Oberli A.",Front Cell Infect Microbiol. 2024 Apr 19;14:1322847. doi: 10.3389/fcimb.2024.1322847. eCollection 2024.,Kuenzli AB,Front Cell Infect Microbiol,2024,2024/5/6,PMC11066203,,10.3389/fcimb.2024.1322847
36046481,Diagnosis by metagenomic next-generation sequencing of a Talaromyces marneffei bloodstream infection in an HIV-negative child: A case report,"Yang A, Hu Y, Chen P, Zheng G, Hu X, Zhang J, Wang J, Wang C, Huang Z, Zhang Y, Guo Y.",Front Pediatr. 2022 Aug 15;10:903617. doi: 10.3389/fped.2022.903617. eCollection 2022.,Yang A,Front Pediatr,2022,2022/9/1,PMC9421359,,10.3389/fped.2022.903617
38176299,Metagenomic next-generation sequencing on bronchoalveolar lavage fluid to contribute to diagnosis of subclinical pulmonary tuberculosis with scarce sputum and negative smear in a patient mimicking adult- onset still's disease: A case report,"Guan Y, Ma X, Sun X, Zhang H.",Diagn Microbiol Infect Dis. 2024 Mar;108(3):116165. doi: 10.1016/j.diagmicrobio.2023.116165. Epub 2023 Dec 27.,Guan Y,Diagn Microbiol Infect Dis,2024,2024/1/4,,,10.1016/j.diagmicrobio.2023.116165
36824686,Mucor indicus caused disseminated infection diagnosed by metagenomic next-generation sequencing in an acute myeloid leukemia patient: A case report,"Shen M, Li Q, Zeng Z, Han D, Luo X.",Front Cell Infect Microbiol. 2023 Feb 7;13:1089196. doi: 10.3389/fcimb.2023.1089196. eCollection 2023.,Shen M,Front Cell Infect Microbiol,2023,2023/2/24,PMC9941182,,10.3389/fcimb.2023.1089196
37069515,A case report of brainstem hemorrhage due to Rhizopus delemar-induced encephalitis diagnosed by metagenomic next-generation sequencing (mNGS),"Xie S, Lai Z, Xia H, Tang M, Lai J, Liu Q, Lu Z, He D, Qi J, Liu X.",BMC Infect Dis. 2023 Apr 17;23(1):235. doi: 10.1186/s12879-023-08192-1.,Xie S,BMC Infect Dis,2023,2023/4/18,PMC10107577,,10.1186/s12879-023-08192-1
40949832,Metagenomic Next-Generation Sequencing Reveals Porphyromonas gingivalis in Geriatric Severe Pneumonia Complicated by Empyema: Case Report,"Guo N, Ma G, Liu H, Qiu J, Yu Y, Gao Y, Yi Z, Wan Z, Zhang L, Wu X.",Infect Drug Resist. 2025 Sep 9;18:4811-4816. doi: 10.2147/IDR.S543666. eCollection 2025.,Guo N,Infect Drug Resist,2025,2025/9/15,PMC12433199,,10.2147/IDR.S543666
35949316,Early detection of gram-negative bacteria using metagenomic next-generation sequencing in acute respiratory distress syndrome: A case report,"Wang R, Feng R, Xia C, Ruan F, Luo P, Guo J.",Exp Ther Med. 2022 Jul 15;24(3):573. doi: 10.3892/etm.2022.11510. eCollection 2022 Sep.,Wang R,Exp Ther Med,2022,2022/8/11,PMC9353542,,10.3892/etm.2022.11510
